Code,Entity,PredefinedType,Name,Entity_NL,Definition,Definition_NL,Description_NL,ParentClassCode,Uid,Domain
IfcTrackElementTRACKENDOFALIGNMENT,IfcTrackElement,TRACKENDOFALIGNMENT,Track End of Alignment,Track einde van uitlijning,A track end of alignment is a special functional installation such as axle-gauge changeover point or transporter wagon loading point.,Een spoor einde van uitlijning is een speciale functionele installatie zoals het omschakelingspunt van de spoormeter of het vervoerderswagon laadpunt.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTrackElement,,IfcRailDomain
IfcTrackElementVEHICLESTOP,IfcTrackElement,VEHICLESTOP,Vehicle Stop,Voertuig Stop,"A fixed installation at the end of the track which stops any vehicle movement (e.g., buffer stop, sand hump, etc.).","Een vaste installatie aan het einde van het spoor dat elke bewegingen in het voertuig stopt (bijv. bufferstop, zand hump, enz.).","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTrackElement,,IfcRailDomain
IfcRoadPartBICYCLECROSSING,IfcRoadPart,BICYCLECROSSING,Bicycle Crossing,Fietsen kruisen,Designated level crossing over a road for cyclists.,Ontworpen level oversteek over een weg voor fietsers.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartBUS_STOP,IfcRoadPart,BUS_STOP,Bus Stop,Bus Stop,Lateral part of Road for stopping buses allowing them to draw out of the traffic lanes and wait for short periods.,"Lateral deel van de weg voor het stoppen van bussen, zodat ze uit de rijroutes kunnen trekken en korte periodes kunnen wachten.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartCARRIAGEWAY,IfcRoadPart,CARRIAGEWAY,Carriageway,Vervoersverbinding,"Unitary lateral part of Road built for traffic. Carriageway may comprise several kinds of traffic lanes and lay-bys, as well as traffic islands, and in case of dual carriageway road they are separated by central reserve.","Unitair lateral onderdeel van de weg die is gebouwd voor verkeer. Vervoersvervoer kan bestaan uit verschillende soorten verkeersroutes en lay-outs en transporteilanden, en in het geval van dubbele vervoerslijnen zijn ze gescheiden door een centrale reserve.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartCENTRALISLAND,IfcRoadPart,CENTRALISLAND,Central Island,Centraal Eiland,"The center of a roundabout not intended for traffic, can be painted or upraised.","Het centrum van een rondetafelgesprek dat niet voor verkeer is bedoeld, kan worden geverfd of opgevoerd.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartCENTRALRESERVE,IfcRoadPart,CENTRALRESERVE,Central Reserve,Centraal Reserve,Lateral RoadPart separating two carriageways of the same road or separating traffic lanes and sidewalk.,Lateraal wegdeel scheidt twee slepen van dezelfde weg of scheidt rijroutes en zijwandelingen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartHARDSHOULDER,IfcRoadPart,HARDSHOULDER,Hard Shoulder,Harde Schouder,"A type of Shoulder that is surfaced, providing for safe use by vehicles in distress.","Een type schouder dat wordt oppervlakt, dat voorziet in veilig gebruik door voertuigen in nood.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartINTERSECTION,IfcRoadPart,INTERSECTION,Intersection,Doorsnede,"At-grade junction where two or more roads meet or cross. Intersections may be further classified by number of road segments, traffic controls, and/or lane design.","Leerling van hoog niveau waar twee of meer wegen elkaar of kruisen. Intersecties kunnen verder worden geclassificeerd door het aantal wegsegmenten, verkeerscontroles, en/of rijstontwerp.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartLAYBY,IfcRoadPart,LAYBY,Layby,Layby,A lateral part of Road where vehicles can divert from ordinary stream of traffic.,Een lateraal deel van de weg waar voertuigen kunnen omleiden van de gewone verkeersstroom.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartPARKINGBAY,IfcRoadPart,PARKINGBAY,Parking Bay,Baai parkeren,Lateral part of Road for parking vehicles.,Laterdeel van de weg voor parkeerauto's.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartPASSINGBAY,IfcRoadPart,PASSINGBAY,Passing Bay,Wachtende baai,A lateral part of Road that is a widening of an otherwise single lane road where a vehicle may move over to enable another vehicle to pass.,Een lateraal deel van de weg dat een andere rijstrook waar een voertuig kan oversteken om een ander voertuig in staat te stellen door te rijden.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartPEDESTRIAN_CROSSING,IfcRoadPart,PEDESTRIAN_CROSSING,Pedestrian Crossing,Voetgangers Kruising,Designated level crossing over a road for pedestrians.,Ontworpen level kruist over een weg voor voetgangers.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartRAILWAYCROSSING,IfcRoadPart,RAILWAYCROSSING,Railway Crossing,Spoorweg Kruising,At-grade crossing between road and railway.,At-gradale oversteek tussen weg en spoor.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartREFUGEISLAND,IfcRoadPart,REFUGEISLAND,Refuge Island,Ontspan Eiland,A raised platform or a guarded area so sited in the carriageway as to divide the streams of traffic and to provide a safety area for pedestrians.,Een verhoogde platform of een bewaakt gebied zo in de transportbaan gelegen om de verkeersstromen te verdelen en een veiligheidsruimte te bieden voor voetgangers.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartROADSEGMENT,IfcRoadPart,ROADSEGMENT,Road Segment,Weg segment,"Longitudinal, linear segment of a road, either defined by uniform characteristics, or as a transition segment (e.g. number of lanes changing).","Longitudinaal, lineair segment van een weg, gedefinieerd door uniforme kenmerken, of als een overgangssegment (bijv. het aantal rijen verandert).","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartROADSIDE,IfcRoadPart,ROADSIDE,Road Side,Zijde weg,A lateral RoadPart located along the Road adjoining the outer edges of the Shoulders. A general concept comprising the areas outside RoadwayPlateau not intended for vehicles.,Een lateraal wegdeel gelegen langs de weg grenzend aan de buitenste randen van de schouders. Een algemeen concept dat de gebieden buiten het RoadwayPlateau omvat die niet voor voertuigen bestemd zijn.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartROADSIDEPART,IfcRoadPart,ROADSIDEPART,Road Side Part,Onderdeel wegzijde,A general concept for various parts of the Roadside.,Een algemeen concept voor de verschillende onderdelen van de weg.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartROADWAYPLATEAU,IfcRoadPart,ROADWAYPLATEAU,Roadway Plateau,Roadway Plateau,"Lateral part of Road comprising the carriageway(s), shoulders and medians.","Lateraal deel van de weg bestaat uit de dracht(s), schouders en medianen.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartROUNDABOUT,IfcRoadPart,ROUNDABOUT,Roundabout,Ronding,[[Type]] of at-grade junction at which traffic streams are directed around a circle.,[[Type]] van hoog niveau waarop verkeersstromen om een cirkel worden geleid.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartSHOULDER,IfcRoadPart,SHOULDER,Shoulder,Schouder,"A lateral part of Road adjacent to, and usually at the same level as the Carriageway; not intended for vehicular traffic but may be used in case of emergency.","Een lateraal deel van de weg grenst aan en meestal op hetzelfde niveau als de vervoerweg; niet bedoeld voor het autoverkeer, maar wel in geval van nood.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartSIDEWALK,IfcRoadPart,SIDEWALK,Side Walk,Zijde wandeling,A footpath along the side of a road. May accommodate moderate changes in grade (elevation) and is normally separated from the vehicular section by a kerb. There may be a central reserve or road verge between the sidewalk and traffic lanes.,Een voetpad langs de kant van de weg. Kan gematigde veranderingen in rang (hoogte) doorvoeren en normaal gesproken worden gescheiden van de onderdelen van het voertuig door een kerb. Er kan een centraal reserve- of wegdek zijn tussen de zijloops en de verkeersroutes.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
IfcRoadPartSOFTSHOULDER,IfcRoadPart,SOFTSHOULDER,Soft Shoulder,Zachte schouder,A type of Shoulder that is not surfaced.,Een type Shoulder dat niet is oppervlakt.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRoadPart,,IfcRoadDomain
